Id	*hcIdx	BaseId	NextInClass	TransLvl	NameStr	MonStatsEx	MonProp	MonType	AI	DescStr	Code	enabled	rangedtype	placespawn	spawn	spawnx	spawny	spawnmode	minion1	minion2	SetBoss	BossXfer	PartyMin	PartyMax	MinGrp	MaxGrp	sparsePopulate	Velocity	Run	Rarity	Level	Level(N)	Level(H)	MonSound	UMonSound	threat	aidel	aidel(N)	aidel(H)	aidist	aidist(N)	aidist(H)	aip1	aip1(N)	aip1(H)	aip2	aip2(N)	aip2(H)	aip3	aip3(N)	aip3(H)	aip4	aip4(N)	aip4(H)	aip5	aip5(N)	aip5(H)	aip6	aip6(N)	aip6(H)	aip7	aip7(N)	aip7(H)	aip8	aip8(N)	aip8(H)	MissA1	MissA2	MissS1	MissS2	MissS3	MissS4	MissC	MissSQ	Align	isSpawn	isMelee	npc	interact	inventory	inTown	lUndead	hUndead	demon	flying	opendoors	boss	primeevil	killable	switchai	noAura	nomultishot	neverCount	petIgnore	deathDmg	genericSpawn	zoo	rightArmItemType	leftArmItemType	canNotUseTwoHandedItems	SendSkills	Skill1	Sk1mode	Sk1lvl	Skill2	Sk2mode	Sk2lvl	Skill3	Sk3mode	Sk3lvl	Skill4	Sk4mode	Sk4lvl	Skill5	Sk5mode	Sk5lvl	Skill6	Sk6mode	Sk6lvl	Skill7	Sk7mode	Sk7lvl	Skill8	Sk8mode	Sk8lvl	Drain	Drain(N)	Drain(H)	coldeffect	coldeffect(N)	coldeffect(H)	ResDm	ResMa	ResFi	ResLi	ResCo	ResPo	ResDm(N)	ResMa(N)	ResFi(N)	ResLi(N)	ResCo(N)	ResPo(N)	ResDm(H)	ResMa(H)	ResFi(H)	ResLi(H)	ResCo(H)	ResPo(H)	DamageRegen	SkillDamage	noRatio	NoShldBlock	ToBlock	ToBlock(N)	ToBlock(H)	Crit	minHP	maxHP	AC	Exp	A1MinD	A1MaxD	A1TH	A2MinD	A2MaxD	A2TH	S1MinD	S1MaxD	S1TH	MinHP(N)	MaxHP(N)	AC(N)	Exp(N)	A1MinD(N)	A1MaxD(N)	A1TH(N)	A2MinD(N)	A2MaxD(N)	A2TH(N)	S1MinD(N)	S1MaxD(N)	S1TH(N)	MinHP(H)	MaxHP(H)	AC(H)	Exp(H)	A1MinD(H)	A1MaxD(H)	A1TH(H)	A2MinD(H)	A2MaxD(H)	A2TH(H)	S1MinD(H)	S1MaxD(H)	S1TH(H)	El1Mode	El1Type	El1Pct	El1MinD	El1MaxD	El1Dur	El1Pct(N)	El1MinD(N)	El1MaxD(N)	El1Dur(N)	El1Pct(H)	El1MinD(H)	El1MaxD(H)	El1Dur(H)	El2Mode	El2Type	El2Pct	El2MinD	El2MaxD	El2Dur	El2Pct(N)	El2MinD(N)	El2MaxD(N)	El2Dur(N)	El2Pct(H)	El2MinD(H)	El2MaxD(H)	El2Dur(H)	El3Mode	El3Type	El3Pct	El3MinD	El3MaxD	El3Dur	El3Pct(N)	El3MinD(N)	El3MaxD(N)	El3Dur(N)	El3Pct(H)	El3MinD(H)	El3MaxD(H)	El3Dur(H)	TreasureClass1	TreasureClass2	TreasureClass3	TreasureClass4	TreasureClass1(N)	TreasureClass2(N)	TreasureClass3(N)	TreasureClass4(N)	TreasureClass1(H)	TreasureClass2(H)	TreasureClass3(H)	TreasureClass4(H)	TCQuestId	TCQuestCP	SplEndDeath	SplGetModeChart	SplEndGeneric	SplClientEnd	*eol
sandraider2	30	sandraider1	sandraider3	1	Marauder	sandraider2		sandraider	SandRaider		SR	1													2	4		5	5	1	17	46	77	sandraider	sandraider	10	15	14	13				45	40	40	70	60	20	80	85	90	70	75	85	15	10	7	1	1	1	50	50	50													1	1									1			1	1							1					Fire Hit	seq_firehit	2																						100	75	66	-50	-45	-40													25		50		100	33	2				32	32	32	5	402	212	84	351	192	303	175	330	420	180	80	100	250	405	540	110	390	195	330	175	330	420	180	80	100	250	405	540	110	390	195	330	175	330	420	180	80	100	250	S1	cold	100	100	130	75	100	120	150	75	100	140	180	75																													Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
sandraider3	31	sandraider1	sandraider4	2	Invader	sandraider3		sandraider	SandRaider		SR	1													3	4		6	6	1	18	47	78	sandraider	sandraider	10	15	14	13				50	40	35	70	50	10	85	90	95	70	80	90	13	9	6				50	50	50													1	1									1			1	1							1					Fire Hit	seq_firehit	3																						100	75	66	-50	-45	-40													25		110	50		33	2				34	34	34	5	405	211	84	351	201	276	176	330	420	180	80	100	250	405	540	110	390	195	330	175	330	420	180	80	100	250	405	540	110	390	195	330	175	330	420	180	80	100	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
sandraider4	32	sandraider1	sandraider5	3	Infidel	sandraider4		sandraider	SandRaider		SR	1													3	5		6	6	1	24	53	81	sandraider	sandraider	10	15	14	13				55	40	35	70	40	10	88	95	99	70	80	90	10	7	5	1	1	1	50	50	50													1	1									1			1	1							1					Fire Hit	seq_firehit	4																						100	75	66	-50	-45	-40													25		50		110	33	2				44	44	44	5	405	211	85	348	189	282	176	330	420	180	80	100	250	405	540	110	390	195	330	175	330	420	180	80	100	250	405	540	110	390	195	330	175	330	420	180	80	100	250	S1	cold	100	100	130	75	100	120	150	75	100	140	180	75																													Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
sandraider5	33	sandraider1	sandraider6	4	Assailant	sandraider5		sandraider	SandRaider		SR	1													4	5		7	7	1	26	59	84	sandraider	sandraider	10	15	14	13				60	40	35	70	30	10	90	99	100	70	80	90	7	5	4				50	50	50													1	1									1			1	1							1					Fire Hit	seq_firehit	5																						100	75	66	-50	-45	-40													25		120	50		33	2				48	48	48	5	402	210	84	369	195	285	176	330	420	180	80	100	250	405	540	110	390	195	330	175	330	420	180	80	100	250	405	540	110	390	195	330	175	330	420	180	80	100	250	S1	fire	100	100	130		100	120	150		100	140	180																														Act 4 H2H A	Act 4 Champ A	Act 4 Unique A		Act 4 (N) H2H A	Act 4 (N) Champ A	Act 4 (N) Unique A		Act 4 (H) H2H A	Act 4 (H) Champ A	Act 4 (H) Unique A								0
gorgon1	34	gorgon1	gorgon2	0	unused	gorgon1			Idle		GO	1																									15	14	13																																																																																																															2																																																																																																											0
gorgon2	35	gorgon1	gorgon3	1	unused	gorgon2			Idle		GO	1																									15	14	13																																																																																																															2																																																																																																											0
gorgon3	36	gorgon1	gorgon4	2	unused	gorgon3			Idle		GO	1																									15	14	13																																																																																																															2																																																																																																											0
gorgon4	37	gorgon1		3	unused	gorgon4			Idle		GO	1																									15	14	13																																																																																																															2																																																																																																											0
wraith1	38	wraith1	wraith2	0	Ghost	wraith1		wraith	Wraith	drains mana	WR	1													1	2		5	5	1	7	38	75	wraith	wraith	10	15	14	13				50	60	60	12	10	8	70	75	80																									1	1					1			1	1			1	1																																				100	66	33	-50	-33	0	20					50	30					60	100	50			50	75	2				8	8	8	5	249	165	84	279	183	363	94							195	270	130	315	180	315	95							195	270	130	315	180	315	95							A1	mana	40	60	100		40	100	200		40	200	300																														Act 1 Wraith B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Wraith B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Wraith B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
wraith2	39	wraith1	wraith3	1	Wraith	wraith2		wraith	Wraith	drains mana	WR	1													1	3		6	6	1	10	41	71	wraith	wraith	10	15	14	13				60	70	70	10	8	6	75	80	85																									1	1					1			1	1			1	1																																				100	66	33	-50	-33	0	30					50	40					60	100	50			60	75	2				11	11	11	5	261	173	84	276	174	345	91							195	270	130	315	180	315	95							195	270	130	315	180	315	95							A1	mana	45	57	100		45	100	200		45	200	300																														Act 1 Wraith C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Wraith C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Wraith C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
wraith3	40	wraith1	wraith4	2	Specter	wraith3		wraith	Wraith	drains mana	WR	1													2	3		6	6	1	19	48	79	wraith	wraith	10	15	14	13				70	80	80	8	6	4	80	85	90																									1	1					1			1	1			1	1																																				100	66	33	-50	-33	0	40					50	50					60	100	50			70	75	2				19	19	19	5	258	173	84	276	186	303	93							195	270	130	315	180	315	95							195	270	130	315	180	315	95							A1	mana	50	38	69		50	100	200		50	200	300																														Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
wraith4	41	wraith1	wraith5	3	Apparition	wraith4		wraith	Wraith	drains mana	WR	1													2	4		7	7	1	20	49	80	wraith	wraith	10	15	14	13				80	90	90	6	4	4	85	90	95																									1	1					1			1	1			1	1																																				100	66	33	-50	-33	0	50					50	60					60	100	50			75	75	2				20	20	20	5	258	172	85	279	186	324	93							195	270	130	315	180	315	95							195	270	130	315	180	315	95							A1	mana	60	46	84		60	100	200		60	200	300																														Act 2 Wraith C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) Wraith C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) Wraith C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
wraith5	42	wraith1	wraith6	4	DarkShape	wraith5		wraith	Wraith	drains mana	WR	1													3	4		8	8	1	22	51	81	wraith	wraith	10	15	14	13				90	100	100	4	4	4	90	95	99																									1	1					1			1	1			1	1																																				100	66	33	-50	-33	0	60					50	75					60	100	50			80	75	2				22	22	22	5	255	172	85	279	195	324	94							195	270	130	315	180	315	95							195	270	130	315	180	315	95							A1	mana	70	50	107		70	100	200		70	200	300																														Act 3 Wraith A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) Wraith A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) Wraith A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
corruptrogue1	43	corruptrogue1	corruptrogue2	0	DarkHunter	corruptrogue1		corruptrogue	CorruptRogue		CR	1													2	3		5	5	2	2	36	67	corruptrogue	corruptrogue	10	15	14	13				60	70	80	15	10	7	75	80	85	100	100	100	20	50	75																			1	1							1		1			1	1							1																													100	100	100	-50	-40	-33													20	20	33	33	100	20	2				12	12	12	5	174	101	84	234	102	303	101							180	300	95	285	165	330	130							180	300	95	285	165	330	130																																																	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
corruptrogue2	44	corruptrogue1	corruptrogue3	1	VileHunter	corruptrogue2		corruptrogue	CorruptRogue		CR	1													2	4		6	8	2	5	38	68	corruptrogue	corruptrogue	10	15	14	13				70	80	90	12	9	7	80	85	90	100	100	100	20	50	75																			1	1							1		1			1	1							1																													100	100	100	-50	-40	-33													20	20	33	33	120	20	2				18	18	18	5	186	101	84	234	153	378	91							180	300	95	285	165	330	130							180	300	95	285	165	330	130																																																	Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
corruptrogue3	45	corruptrogue1	corruptrogue4	2	DarkStalker	corruptrogue3		corruptrogue	CorruptRogue		CR	1													3	4		6	10	2	8	39	69	corruptrogue	corruptrogue	10	15	14	13				80	85	90	9	7	5	85	90	95	100	100	100	20	50	75																			1	1							1		1			1	1							1					CountessFirewall	A1	10																						100	100	100	-50	-40	-33													20	20	33	33	130	20	2				25	25	25	5	201	112	84	237	153	351	95							180	300	95	285	165	330	130							180	300	95	285	165	330	130																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
corruptrogue4	46	corruptrogue1	corruptrogue5	3	BlackRogue	corruptrogue4		corruptrogue	CorruptRogue		CR	1													3	5		7	12	2	9	40	70	corruptrogue	corruptrogue	10	15	14	13				90	95	95	7	5	5	88	95	95	100	100	100	20	50	75																			1	1							1		1			1	1							1																													100	100	100	-50	-40	-33													20	20	33	33	140	20	2				33	33	33	5	198	111	84	237	129	345	95							180	300	95	285	165	330	130							180	300	95	285	165	330	130																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
corruptrogue5	47	corruptrogue1		4	FleshHunter	corruptrogue5		corruptrogue	CorruptRogue		CR	1													4	5		8	12	1	23	53	84	corruptrogue	corruptrogue	10	15	14	13				99	99	99	5	5	5	90	99	100	100	100	100	20	50	75																			1	1							1		1			1	1							1																													100	100	100	-50	-40	-33	20						20						40	20	33	33	150	20	2				40	40	40	5	195	107	85	234	141	363	92							180	300	95	285	165	330	130							180	300	95	285	165	330	130																																																	Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
baboon1	48	baboon1	baboon2	0	DuneBeast	baboon1		baboon	Baboon		BB	1													1	2		7	12	1	18	47	78	baboon	baboon	10	15	14	13				33	33	33	20	30	35	55	60	65	0	0	0	1	2	3																			1	1									1			1	1							1																													100	100	100	-50	-40	-33													33			100	50	25	2				18	18	18	5	324	151	84	288	153	453	92	153	453	92				270	405	110	330	150	390	120	150	330	130				270	405	110	330	150	390	120	150	330	130																																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
baboon2	49	baboon1	baboon3	1	RockDweller	baboon2		baboon	Baboon		BB	1													1	3		7	12	1	18	55	83	baboon	baboon	10	15	14	13				33	33	33	20	30	35	60	65	70	15	15	15	1	2	3																			1	1									1			1	1							1																													100	100	100	-50	-40	-33													33			100	50	25	2				18	18	18	5	324	151	84	288	153	453	92	153	453	92				270	405	110	330	150	390	120	150	330	130				270	405	110	330	150	390	120	150	330	130																																														Act 2 H2H B	Act 2 Champ B	Act 2 Unique B		Act 2 (N) H2H B	Act 2 (N) Champ B	Act 2 (N) Unique B		Act 2 (H) H2H B	Act 2 (H) Champ B	Act 2 (H) Unique B								0
baboon3	50	baboon1	baboon4	2	JungleHunter	baboon3		baboon	Baboon		BB	1													2	3		7	13	1	21	49	79	baboon	baboon	10	15	14	13				33	33	33	20	30	35	65	70	75	25	25	25	1	2	3																			1	1									1			1	1							1																													100	100	100	-50	-40	-33													45			105	50	25	2				21	21	21	5	321	151	85	291	153	453	94	153	453	94				270	405	110	330	150	390	120	150	330	130				270	405	110	330	150	390	120	150	330	130																																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
baboon4	51	baboon1	baboon5	3	DoomApe	baboon4		baboon	Baboon		BB	1													2	4		7	13	1	22	52	80	baboon	baboon	10	15	14	13				33	33	33	20	30	35	70	75	80	40	40	40	1	2	3																			1	1									1			1	1							1																													100	100	100	-50	-40	-33													45			105	50	25	2				22	22	22	5	321	151	85	288	153	474	94	153	474	94				270	405	110	330	150	390	120	150	330	130				270	405	110	330	150	390	120	150	330	130																																														Act 3 H2H A	Act 3 Champ A	Act 3 Unique A		Act 3 (N) H2H A	Act 3 (N) Champ A	Act 3 (N) Unique A		Act 3 (H) H2H A	Act 3 (H) Champ A	Act 3 (H) Unique A								0
baboon5	52	baboon1	baboon7	4	TempleGuard	baboon5		baboon	Baboon		BB	1													3	4		7	14	1	24	53	81	baboon	baboon	10	15	14	13				33	33	33	20	30	35	75	80	85	50	50	50	1	2	3																			1	1									1			1	1							1																													100	100	100	-50	-40	-33													50			110	50	25	2				24	24	24	5	321	151	85	291	153	453	92	153	453	92				270	405	110	330	150	390	120	150	330	130				270	405	110	330	150	390	120	150	330	130																																														Act 3 H2H B	Act 3 Champ B	Act 3 Unique B		Act 3 (N) H2H B	Act 3 (N) Champ B	Act 3 (N) Unique B		Act 3 (H) H2H B	Act 3 (H) Champ B	Act 3 (H) Unique B								0
goatman1	53	goatman1	goatman2	0	MoonClan	goatman1		goatman	Goatman		GM	1													1	2		5	5	1	4	37	68	goatman	goatman	10	15	14	13				75	75	80	10	10	9	80	80	80																									1	1							1		1			1	1							1																													100	90	80	-50	-40	-33													50				100		2				5	5	5	5	330	137	51	273	228	378	89							300	390	60	270	225	390	85							300	390	60	270	225	390	85																																																	Act 1 H2H A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) H2H A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) H2H A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
goatman2	54	goatman1	goatman3	1	NightClan	goatman2		goatman	Goatman		GM	1													1	3		6	6	1	6	38	69	goatman	goatman	10	15	14	13				75	75	80	10	10	8	80	80	85																									1	1							1		1			1	1							1																													100	90	80	-50	-40	-33													50			110			2				7	7	7	5	342	141	51	273	243	423	93							300	390	60	270	210	375	85							300	390	60	270	210	375	85							A1	ltng					15	10	75		20	15	85																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
goatman3	55	goatman1	goatman4	2	BloodClan	goatman3		goatman	Goatman		GM	1													2	3		7	7	1	7	38	75	goatman	goatman	10	15	14	13				75	80	85	10	9	7	80	85	90																									1	1							1		1			1	1							1																													100	90	80	-50	-40	-33													50		100				2				8	8	8	5	336	136	51	273	243	483	94							300	390	60	270	195	360	85							300	390	60	270	195	360	85							A1	fire					20	30	50		25	40	70																														Act 1 H2H B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) H2H B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) H2H B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
goatman4	56	goatman1	goatman5	3	HellClan	goatman4		goatman	Goatman		GM	1													3	4		9	9	1	19	48	79	goatman	goatman	10	15	14	13				75	80	85	10	8	7	80	85	95																									1	1							1		1			1	1							1																													100	90	80	-50	-40	-33			40						70				50		110				2				19	19	19	5	348	143	51	270	210	441	93							300	390	60	270	195	360	85							300	390	60	270	195	360	85							A1	fire					25	30	50		30	40	70																														Act 2 H2H C	Act 2 Champ C	Act 2 Unique C		Act 2 (N) H2H C	Act 2 (N) Champ C	Act 2 (N) Unique C		Act 2 (H) H2H C	Act 2 (H) Champ C	Act 2 (H) Unique C								0
goatman5	57	goatman1	goatman6	4	DeathClan	goatman5		goatman	Goatman		GM	1													2	4		8	8	1	10	40	70	goatman	goatman	10	15	14	13				75	85	90	10	7	7	80	90	99																									1	1							1		1			1	1							1																													100	90	80	-50	-40	-33		30	20					50	50				50	50	75				2				11	11	11	5	357	146	51	273	216	474	91							300	390	60	270	225	390	85							300	390	60	270	225	390	85																																																	Act 1 H2H C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) H2H C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) H2H C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
fallenshaman1	58	fallenshaman1	fallenshaman2	0	FallenShaman	fallenshaman1		fallen	FallenShaman	raises Fallen	FS	1							fallen1		1		2	6	1	1		4	4	2	2	36	68	fallenshaman	fallenshaman	12	15	14	13				45	50	55	60	65	70	100	90	80	24	24	26	15	15	15																			1								1		1			1	1												Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	75	66	-50	-40	-33			25						50				15		100				2				4	4	4	5	174	101	84	243	102	303	101							165	270	75	450	135	270	105							165	270	75	450	135	270	105																																																	Act 1 Cast A	Act 1 Champ A	Act 1 Unique A		Act 1 (N) Cast A	Act 1 (N) Champ A	Act 1 (N) Unique A		Act 1 (H) Cast A	Act 1 (H) Champ A	Act 1 (H) Unique A								0
fallenshaman2	59	fallenshaman1	fallenshaman3	1	CarverShaman	fallenshaman2		fallen	FallenShaman	raises Carvers	FS	1							fallen2		1		2	6	1	1		4	4	2	6	38	69	fallenshaman	fallenshaman	12	15	14	13				55	60	65	70	75	75	100	90	80	24	24	26	15	15	15																			1								1		1			1	1												Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	75	66	-50	-40	-33			30						60				15		105				2				7	7	7	5	183	101	84	243	123	363	93							165	270	75	450	135	270	105							165	270	75	450	135	270	105																																																	Act 1 Cast B	Act 1 Champ B	Act 1 Unique B		Act 1 (N) Cast B	Act 1 (N) Champ B	Act 1 (N) Unique B		Act 1 (H) Cast B	Act 1 (H) Champ B	Act 1 (H) Unique B								0
fallenshaman3	60	fallenshaman1	fallenshaman4	2	DevilkinShaman	fallenshaman3		fallen	FallenShaman	raises Devilkin	FS	1							fallen3		1		2	6	1	1		5	5	2	9	40	70	fallenshaman	fallenshaman	12	15	14	13				65	70	75	80	85	85	100	90	80	24	26	28	15	15	15																			1								1		1			1	1												Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	75	66	-50	-40	-33			35						70				15		110				2				10	10	10	5	198	111	84	243	129	345	95							165	270	75	450	135	270	105							165	270	75	450	135	270	105																																																	Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
fallenshaman4	61	fallenshaman1	fallenshaman5	3	DarkShaman	fallenshaman4		fallen	FallenShaman	raises Dark Ones	FS	1							fallen4		1		2	6	1	1		5	5	2	11	42	72	fallenshaman	fallenshaman	12	15	14	13				70	80	85	85	90	90	100	90	80	24	26	30	15	15	15																			1								1		1			1	1												Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	75	66	-50	-40	-33			40						80				15		115				2				12	12	12	5	201	109	84	243	153	339	92							165	270	75	450	135	270	105							165	270	75	450	135	270	105																																																	Act 1 Cast C	Act 1 Champ C	Act 1 Unique C		Act 1 (N) Cast C	Act 1 (N) Champ C	Act 1 (N) Unique C		Act 1 (H) Cast C	Act 1 (H) Champ C	Act 1 (H) Unique C								0
fallenshaman5	62	fallenshaman1	fallenshaman6	4	WarpedShaman	fallenshaman5		fallen	FallenShaman	raises Warped Fallen	FS	1							fallen5		1		2	6	1	3		6	6	1	40	55	83	fallenshaman	fallenshaman	12	15	14	13				75	85	90	90	90	95	100	90	80	24	28	30	15	15	15																			1								1		1			1	1												Resurrect	seq_shamanresurrect	1	ShamanFire	seq_shamanresurrect	1																			100	75	66	-50	-40	-33		20	70					50	100				25	50	120				2				39	39	39	5	195	107	84	375	159	363	93							165	270	75	450	135	270	105							165	270	75	450	135	270	105																																																	Act 5 Cast C	Act 5 Champ C	Act 5 Unique C		Act 5 (N) Cast C	Act 5 (N) Champ C	Act 5 (N) Unique C		Act 5 (H) Cast C	Act 5 (H) Champ C	Act 5 (H) Unique C								0
quillrat1	63	quillrat1	quillrat2	0	QuillRat	quillrat1		quillrat	QuillRat		SI	1	1												1	2		3	3	2	1	36	67	quillrat	quillrat	10	15	14	13				10	15	20	35	45	50				2	2	2														spike1								1													1	1																																				100	100	100	-50	-40	-33													50				50		2				3	3	3	5	63	81	84	213	153	303	101	45	75	134				60	210	80	210	90	225	65	90	150	100				60	210	80	210	90	225	65	90	150	100				A2	pois					15	10	15	50	20	20	25	75																													Quill 1	Act 1 Champ A	Act 1 Unique A		Quill 1 (N)	Act 1 (N) Champ A	Act 1 (N) Unique A		Quill 1 (H)	Act 1 (H) Champ A	Act 1 (H) Unique A								0
quillrat2	64	quillrat1	quillrat3	1	SpikeFiend	quillrat2		quillrat	QuillRat		SI	1	1												1	3		3	3	2	5	38	68	quillrat	quillrat	10	15	14	13				15	17	20	45	55	55				2	2	2														spike2								1													1	1																																				100	100	100	-50	-40	-33													50				50		2				6	6	6	5	72	85	84	213	78	378	91	45	75	128				60	210	80	210	90	225	65	90	150	100				60	210	80	210	90	225	65	90	150	100				A2	cold					5	25	40	100	15	35	60	150																													Quill 2	Act 1 Champ A	Act 1 Unique A		Quill 2 (N)	Act 1 (N) Champ A	Act 1 (N) Unique A		Quill 2 (H)	Act 1 (H) Champ A	Act 1 (H) Unique A								0
quillrat3	65	quillrat1	quillrat4	2	ThornBeast	quillrat3		quillrat	QuillRat		SI	1	1												2	3		4	4	2	8	39	69	quillrat	quillrat	10	15	14	13				20	20	22	55	60	65				1	1	1														spike3								1													1	1																																				100	100	100	-50	-40	-33													50				50		2				9	9	9	5	69	89	84	213	102	351	95	45	75	124				60	210	80	210	90	225	65	90	150	100				60	210	80	210	90	225	65	90	150	100				A2	cold					5	25	40	100	15	35	60	150																													Quill 3	Act 1 Champ B	Act 1 Unique B		Quill 3 (N)	Act 1 (N) Champ B	Act 1 (N) Unique B		Quill 3 (H)	Act 1 (H) Champ B	Act 1 (H) Unique B								0
quillrat4	66	quillrat1	quillrat5	3	RazorSpine	quillrat4		quillrat	QuillRat		SI	1	1												2	4		4	4	2	9	40	70	quillrat	quillrat	10	15	14	13				23	23	23	65	65	70				1	1	1														spike4								1													1	1																																				100	100	100	-50	-40	-33													50				50		2				10	10	10	5	63	86	84	213	87	345	95	45	75	127				60	210	80	210	90	225	65	90	150	100				60	210	80	210	90	225	65	90	150	100				A2	fire					5	30	45		15	45	75																														Quill 4	Act 1 Champ C	Act 1 Unique C		Quill 4 (N)	Act 1 (N) Champ C	Act 1 (N) Unique C		Quill 4 (H)	Act 1 (H) Champ C	Act 1 (H) Unique C								0
